nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02599402,Phase 3,20/12/2015,Actual,nivolumab,Clinical Trial of Nivolumab (BMS-936558) Combined With Ipilimumab Followed by Nivolumab Monotherapy as First-Line Therapy of Subjects With Histologically Confirmed Stage III (Unresectable) or Stage IV Melanoma CheckMate 401: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 401,Nivolumab Combined With Ipilimumab Followed by Nivolumab Monotherapy as First-Line Treatment for Patients With Advanced Melanoma,0,2,0,0,5,,0,515,23,521
NCT02599649,Phase 2,21/03/2016,Actual,nivolumab,Phase II Combination of Lirilumab and Nivolumab With 5-Azacitidine in Patients With Myelodysplastic Syndromes (MDS),Lirilumab and Nivolumab With 5-Azacitidine in Patients With Myelodysplastic Syndromes (MDS),0,0,0,0,,,0,,0,20
NCT02601313,Phase 2,09/11/2015,Actual,axicabtagene ciloleucel,A Phase 2 Multicenter Study Evaluating the Efficacy of KTE-X19 in Subjects With Relapsed/Refractory Mantle Cell Lymphoma,Study of Brexucabtagene Autoleucel (KTE-X19) in Participants With Relapsed/Refractory Mantle Cell Lymphoma (Cohort 1 and Cohort 2),,,2,2,26,,,162,6,170
NCT02603419,Phase 1,10/03/2016,Actual,avelumab,A PHASE 1 PHARMACOKINETIC-PHARMACODYNAMIC STUDY OF AVELUMAB (MSB0010718C) IN PATIENTS WITH PREVIOUSLY TREATED ADVANCED STAGE CLASSICAL HODGKIN'S LYMPHOMA,Avelumab In Patients With Previously Treated Advanced Stage Classical Hodgkin's Lymphoma (JAVELIN HODGKINS),0,4,6,2,6,,0,62,4,52
NCT02603432,Phase 3,25/04/2016,Actual,avelumab,"A PHASE 3, MULTICENTER, MULTINATIONAL, RANDOMIZED, OPEN-LABEL, PARALLEL-ARM STUDY OF AVELUMAB (MSB0010718C) PLUS BEST SUPPORTIVE CARE VERSUS BEST SUPPORTIVE CARE ALONE AS A MAINTENANCE TREATMENT IN PATIENTS WITH LOCALLY ADVANCED OR METASTATIC UROTHELIAL CANCER WHOSE DISEASE DID NOT PROGRESS AFTER COMPLETION OF FIRST-LINE PLATINUM-CONTAINING CHEMOTHERAPY",A Study Of Avelumab In Patients With Locally Advanced Or Metastatic Urothelial Cancer (JAVELIN Bladder 100),0,312,4,0,60,,0,1168,316,940
NCT02603887,Early Phase 1,20/07/2016,Actual,pembrolizumab,"Pilot Single Arm, Single Center, Open Label Trial of Pembrolizumab in Patients With Intermediate and High Risk Smoldering Multiple Myeloma",Pembrolizumab in Treating Patients With Intermediate or High-Risk Smoldering Multiple Myeloma,0,1,0,0,0,,0,13,0,12
NCT02608684,Phase 2,08/02/2016,Actual,pembrolizumab,A Phase II Study of Pembrolizumab With Cisplatin and Gemcitabine Treatment in Patients With Recurrent Platinum-resistant Ovarian Cancer,A Study of Pembrolizumab With Standard Treatment in Patients With Recurrent Platinum-resistant Ovarian Cancer,0,1,0,0,1,,0,17,0,17
NCT02609503,Phase 2,16/05/2016,Actual,pembrolizumab,Pembrolizumab and Radiation for Locally Advanced Squamous Cell Carcinoma of the Head and Neck (SCCHN) Not Eligible for Cisplatin Therapy,Pembrolizumab + Radiation for Locally Adv SCC of the Head and Neck (SCCHN) Not Eligible Cisplatin,1,0,0,0,1,,0,28,3,25
NCT02609984,Phase 2,29/04/2015,Actual,atezolizumab,"A Randomized, Open-Label, Phase 2 Trial of CMB305 (Sequentially Administered LV305 and G305) and Atezolizumab in Patients With Locally Advanced, Relapsed, or Metastatic Sarcoma Expressing NY-ESO-1",Study to Compare the Safety and Efficacy of CMB305 With Atezolizumab to Atezolizumab Alone in Participants With Sarcoma (IMDZ-C232/V943A-002),4,8,8,4,26,,,146,14,146
NCT02611960,Phase 3,18/04/2016,Actual,pembrolizumab,"A Two-arm, Open-label, Randomized Phase III Study of Pembrolizumab (MK-3475) Monotherapy Versus Standard Chemotherapy in Platinum Pre-treated, Recurrent or Metastatic Nasopharyngeal Cancer (NPC) (Keynote-122)",Study of Pembrolizumab (MK-3475) in Platinum Pre-treated Recurrent/Metastatic Nasopharyngeal Cancer (MK-3475-122/KEYNOTE-122),0,444,2,0,8,,0,458,0,20
NCT02612779,Phase 2,09/02/2016,Actual,nivolumab,"A Phase 2, Multiple Cohort Study of Elotuzumab in Combination With Pomalidomide and Low-Dose Dexamethasone (EPd), and in Combination With Nivolumab (EN), in Patients With Multiple Myeloma Relapsed or Refractory to Prior Treatment With Lenalidomide.",A Study of Elotuzumab in Combination With Pomalidomide and Low Dose Dexamethasone and Elotuzumab in Combination With Nivolumab in Patients With Multiple Myeloma Relapsed or Refractory to Prior Treatment With Lenalidomide.,2,2,14,,12,,,142,2,122
NCT02617589,Phase 3,01/03/2016,Actual,nivolumab,A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination With Radiation Therapy in Newly Diagnosed Adult Subjects With Unmethylated MGMT (Tumor O-6-methylguanine DNA Methyltransferase) Glioblastoma (CheckMate 498: CHECKpoint Pathway and Nivolumab Clinical Trial Evaluation 498),"An Investigational Immuno-therapy Study of Nivolumab Compared to Temozolomide, Each Given With Radiation Therapy, for Newly-diagnosed Patients With Glioblastoma (GBM, a Malignant Brain Cancer)",,,,,10,,,414,696,
NCT02622074,Phase 1,27/01/2016,Actual,pembrolizumab,A Phase 1b Study to Evaluate Safety and Clinical Activity of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Triple Negative Breast Cancer (TNBC) - (KEYNOTE 173),Safety and Efficacy Study of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-173/KEYNOTE-173),0,42,0,0,6,,0,114,0,78
NCT02625610,Phase 3,24/12/2015,Actual,avelumab,"A Phase III Open-label, Multicenter Trial of Maintenance Therapy With Avelumab (MSB0010718C) Versus Continuation of First-line Chemotherapy in Subjects With Unresectable, Locally Advanced or Metastatic, Adenocarcinoma of the Stomach, or of the Gastro-esophageal Junction",Avelumab in First-Line Maintenance Gastric Cancer (JAVELIN Gastric 100),4,240,8,0,68,,,878,134,664
NCT02625623,Phase 3,28/12/2015,Actual,avelumab,"A Phase III Open-label, Multicenter Trial of Avelumab (MSB0010718C) as a Third-line Treatment of Unresectable, Recurrent, or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma",Avelumab in Third-Line Gastric Cancer (JAVELIN Gastric 300),0,188,4,0,60,,,616,144,472
NCT02626000,Phase 1,06/04/2016,Actual,pembrolizumab,"A Phase 1b/3 Multicenter, Randomized, Trial of Talimogene Laherparepvec in Combination With Pembrolizumab for the Treatment of Subjects With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck",Talimogene Laherparepvec With Pembrolizumab for Recurrent Metastatic Squamous Cell Carcinoma of the Head and Neck (MASTERKEY232 / KEYNOTE-137),0,1,1,0,2,,,35,0,33
NCT02630186,Phase 1/Phase 2,24/02/2016,Actual,mpdl3280a,A Phase 1b/2 Study of the Safety and Efficacy of Rociletinib (CO-1686) Administered in Combination With MPDL3280A in Patients With Activating EGFR Mutation-positive (EGFRm) Advanced or Metastatic Non-small Cell Lung Cancer (NSCLC),A Phase 1b/2 Study of Safety and Efficacy of Rociletinib in Combination With MPDL3280A in Patients With Advanced or Metastatic EGFR-mutant NSCLC,0,1,0,0,,,0,,0,2
NCT02631746,Phase 2,21/02/2017,Actual,nivolumab,Phase II Trial of Nivolumab for HTLV-Associated Adult T Cell Leukemia/Lymphoma,Nivolumab in Treating Patients With HTLV-Associated T-Cell Leukemia/Lymphoma,0,0,1,0,1,,0,1,3,0
NCT02632409,Phase 3,22/03/2016,Actual,nivolumab,"A Phase 3 Randomized, Double-blind, Multi-center Study of Adjuvant Nivolumab Versus Placebo in Subjects With High Risk Invasive Urothelial Carcinoma (CheckMate 274: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 274)","An Investigational Immuno-therapy Study of Nivolumab, Compared to Placebo, in Patients With Bladder or Upper Urinary Tract Cancer, Following Surgery to Remove the Cancer",2,310,10,0,74,,0,570,798,1072
NCT02636725,Phase 2,19/04/2016,Actual,pembrolizumab,A Phase II Trial of Concurrent Axitinib and Pembrolizumab in Subjects With Advanced Alveolar Soft Part Sarcoma (ASPS) and Other Soft Tissue Sarcomas (STS),Axitinib and Pembrolizumab in Subjects With Advanced Alveolar Soft Part Sarcoma and Other Soft Tissue Sarcomas,0,2,0,1,8,,1,25,0,29
NCT02639065,Phase 2,27/04/2016,Actual,durvalumab,A Phase II Study Evaluating Safety and Efficacy of Durvalumab (MEDI4736) Following Multi-modality Therapy in Esophageal Cancer: Big Ten Cancer Research Consortium BTCRC-ESO14-012,A Study of Durvalumab (MEDI4736) in Esophageal Cancer,,,,,1,,,,1,72
NCT02639910,Phase 2,30/11/2016,Actual,venetoclax,"A Phase II, Two-Cohort, Open-Label, Multicenter Study to Evaluate the Safety and Preliminary Efficacy of MOR00208 Combined With Idelalisib or Venetoclax in Patients With Relapsed or Refractory CLL/SLL Previously Treated With Bruton's Tyrosine Kinase (BTK) Inhibitor",Study to Evaluate Safety and Preliminary Efficacy of Tafasitamab With Idelalisib or Venetoclax in R/R CLL/SLL Patients Pretreated With BTKi,0,0,0,0,,,0,,0,48
NCT02641093,Phase 2,31/01/2016,Actual,pembrolizumab,Phase II Investigation of Adjuvant Combined Cisplatin and Radiation With Pembrolizumab in Resected Head and Neck Squamous Cell Carcinoma,Phase II Trial of Adjuvant Cisplatin and Radiation With Pembrolizumab in Resected Head and Neck Squamous Cell Carcinoma,0,0,2,0,,,0,,3,87
NCT02643303,Phase 1/Phase 2,28/12/2016,Actual,durvalumab,"A Phase 1/2 Study of In Situ Vaccination With Tremelimumab and IV Durvalumab (MEDI4736) Plus the Toll-like Receptor Agonist Poly-ICLC in Subjects With Advanced, Measurable, Biopsy-accessible Cancers",A Study of Tremelimumab and IV Durvalumab Plus Poly-ICLC in Subjects With Biopsy-accessible Cancers,0,2,14,0,2,,0,108,8,90
NCT02648282,Phase 2,18/07/2016,Actual,pembrolizumab,A Phase II Study of GM-CSF Secreting Allogeneic Pancreatic Cancer Vaccine in Combination With PD-1 Blockade Antibody (Pembrolizumab) and Stereotactic Body Radiation Therapy (SBRT) for the Treatment of Patients With Locally Advanced Adenocarcinoma of the Pancreas,"Study With CY, Pembrolizumab, GVAX Pancreas Vaccine, and SBRT in Patients With Locally Advanced Pancreatic Cancer",0,1,7,0,,,0,,1,49
NCT02650999,Phase 1/Phase 2,31/01/2016,Actual,pembrolizumab,Phase I/II Study of Pembrolizumab in Patients Failing to Respond to or Relapsing After Anti-CD19 Chimeric Antigen Receptor Modified T Cell Therapy for Relapsed or Refractory CD19+ Lymphomas,Pembrolizumab in Patients Failing to Respond to or Relapsing After CAR T Cell Therapy for Relapsed or Refractory Lymphomas,0,0,0,0,,,0,,0,12
NCT02655016,Phase 3,07/07/2016,Actual,niraparib,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study of Niraparib Maintenance Treatment in Patients With Advanced Ovarian Cancer Following Response on Front-Line Platinum-Based Chemotherapy",A Study of Niraparib (GSK3985771) Maintenance Treatment in Participants With Advanced Ovarian Cancer Following Response on Front-Line Platinum-Based Chemotherapy,2,50,24,2,,,,,78,1310
NCT02656706,Phase 2,31/07/2016,Actual,nivolumab,Adjuvant Nivolumab and Low Dose Ipilimumab for Stage III and Resected Stage IV Melanoma: A Phase II Brown University Oncology Research Group Trial,Adjuvant Nivolumab & Low Dose Ipilimumab for Stage III & Resected Stage IV Melanoma,0,0,0,0,,,0,,0,21
NCT02657434,Phase 3,30/04/2016,Actual,atezolizumab,"A Phase III, Open-Label, Randomized Study of Atezolizumab (MPDL3280A, Anti-Pd-L1 Antibody) in Combination With Carboplatin or Cisplatin + Pemetrexed Compared With Carboplatin or Cisplatin + Pemetrexed in Patients Who Are Chemotherapy-Naive and Have Stage IV Non-Squamous Non-Small Cell Lung Cancer",A Study of Atezolizumab in Combination With Carboplatin or Cisplatin + Pemetrexed Compared With Carboplatin or Cisplatin + Pemetrexed in Participants Who Are Chemotherapy-Naive and Have Stage IV Non-Squamous Non-Small Cell Lung Cancer (NSCLC) (IMpower 132),4,272,12,0,76,,0,968,188,792
NCT02657889,Phase 1/Phase 2,15/04/2016,Actual,niraparib,Phase 1/2 Clinical Study of Niraparib in Combination With Pembrolizumab (MK-3475) in Patients With Advanced or Metastatic Triple-Negative Breast Cancer and in Patients With Recurrent Ovarian Cancer,Niraparib in Combination With Pembrolizumab in Patients With Triple-negative Breast Cancer or Ovarian Cancer,0,10,18,0,14,,0,226,14,206
NCT02658019,Phase 2,06/05/2016,Actual,pembrolizumab,Phase II Study of Pembrolizumab (Keytruda��) in Advanced Hepatocellular Carcinoma (HCC),Pembrolizumab (Keytruda) in Advanced Hepatocellular Carcinoma,0,1,1,0,9,,0,20,0,27
NCT02659059,Phase 2,15/02/2016,Actual,nivolumab,A Study of Nivolumab in Combination With Ipilimumab (Part 1); and Nivolumab Plus Ipilimumab in Combination With Chemotherapy (Part 2) as First Line Therapy in Stage IV Non-Small Cell Lung Cancer (NSCLC),Nivolumab in Combination With Ipilimumab (Part 1); Nivolumab Plus Ipilimumab in Combination With Chemotherapy (Part 2) as First Line Therapy in Stage IV Non-Small Cell Lung Cancer,0,6,46,0,24,,0,588,50,582
NCT02659540,Phase 1,13/10/2016,Actual,nivolumab,A Pilot (Phase 1) Study to Evaluate the Safety and Efficacy of Combination Checkpoint Blockade (Ipilimumab and Nivolumab) Plus External Beam Radiotherapy in Subjects With Stage IV Melanoma,Pilot Study of the Safety/Efficacy of Combination Checkpoint Blockade + External Beam Radiotherapy in Stage IV Melanoma,0,4,0,0,,,0,,0,36
NCT02664181,Phase 2,06/06/2017,Actual,nivolumab,"Phase II Evaluation of Nivolumab, an Immune Checkpoint Inhibitor Alone or in Combination With Oral Decitabine/Tetrahydrouridine as Second Line Therapy for Non-small Cell Lung Cancer",Rational EpigenetiC Immunotherapy for SEcond Line Therapy in Patients With NSCLC: PRECISE Trial,2,0,2,0,0,,0,26,4,18
NCT02667587,Phase 3,09/05/2016,Actual,nivolumab,A Randomized Phase 3 Single Blind Study of Temozolomide Plus Radiation Therapy Combined With Nivolumab or Placebo in Newly Diagnosed Adult Subjects With MGMT-Methylated (Tumor O6-methylguanine DNA Methyltransferase) Glioblastoma,"An Investigational Immuno-therapy Study of Temozolomide Plus Radiation Therapy With Nivolumab or Placebo, for Newly Diagnosed Patients With Glioblastoma (GBM, a Malignant Brain Cancer)",,136,16,,36,,,738,700,1238
NCT02669914,Phase 2,12/09/2016,Actual,medi4736,A Phase II Study of MEDI4736 (Durvalumab) in Patients With Brain Metastasis From Epithelial-derived Tumors,MEDI4736 (Durvalumab) in Patients With Brain Metastasis From Epithelial-derived Tumors,0,0,2,0,0,,0,8,0,6
NCT02671435,Phase 1/Phase 2,22/02/2016,Actual,durvalumab,A Phase 1/2 Study of Durvalumab and Monalizumab in Adult Subjects With Select Advanced Solid Tumors,A Study of Durvalumab (MEDI4736) and Monalizumab in Solid Tumors,2,116,34,6,72,,2,688,36,576
NCT02673333,Phase 2,29/02/2016,Actual,pembrolizumab,A Phase II Clinical Trial of Single Agent Pembrolizumab in Subjects With Advanced Adrenocortical Carcinoma,Single Agent Pembrolizumab in Subjects With Advanced Adrenocortical Carcinoma,0,0,2,0,1,,0,38,1,36
NCT02674061,Phase 2,25/02/2016,Actual,pembrolizumab,"A Phase II, Open-label, Single-arm, Multicenter Study to Evaluate Efficacy and Safety of Pembrolizumab Monotherapy in Subjects With Advanced Recurrent Ovarian Cancer (KEYNOTE-100)",Efficacy and Safety Study of Pembrolizumab (MK-3475) in Participants With Advanced Recurrent Ovarian Cancer (MK-3475-100/KEYNOTE-100),0,60,10,2,18,,2,686,50,676
NCT02677324,Phase 2,09/05/2016,Actual,abt199,Phase II Study of ABT-199 (GDC-199) In Patients With Relapsed Or Refractory Waldenstr��m Macroglobulinemia,Study of ABT-199 (GDC-199) In Patients With Relapsed Or Refractory Waldenstr��m Macroglobulinemia,0,0,0,0,,,0,,3,30
NCT02684253,Phase 2,11/02/2016,Actual,nivolumab,"A Phase II Randomized Controlled Screening Trial of Nivolumab With Image Guided, Stereotactic Body Radiotherapy (SBRT) Versus Nivolumab Alone in Patients With Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC)","Screening Trial of Nivolumab With Image Guided, Stereotactic Body Radiotherapy (SBRT) Versus Nivolumab Alone in Patients With Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC)",0,22,8,0,8,,0,122,16,84
NCT02684461,Phase 2,13/09/2016,Actual,pembrolizumab,Phase II Trial of Sequential Consolidation With Pembrolizumab Followed by Nab-paclitaxel After Standard First-Line Induction Chemotherapy in Advanced NSCLC,Phase II Trial of Sequential Consolidation With Pembrolizumab Followed by Nab-paclitaxel,0,0,6,0,2,,0,38,0,34
NCT02684617,Phase 1,29/03/2016,Actual,pembrolizumab,Phase Ib Trial of Pembrolizumab (MK-3475) in Combination With Dinaciclib (MK-7965) in Subjects With Hematologic Malignancies (KEYNOTE-155).,Study of Pembrolizumab (MK-3475) in Combination With Dinaciclib (MK-7965) in Hematologic Malignancies (MK-3475-155/KEYNOTE-155),0,8,12,0,10,,0,134,0,124
NCT02685826,Phase 1/Phase 2,25/04/2016,Actual,durvalumab,"A Phase 1/2 Multicenter, Open-label Study to Determine the Recommended Dose and Regimen of Durvalumab (MEDI4736) in Combination With Lenalidomide (LEN) With and Without Dexamethasone (DEX)in Subjects With Newly Diagnosed Multiple Myeloma (NDMM)",A Study of Durvalumab in Combination With Lenalidomide With and Without Dexamethasone in Adults With Newly Diagnosed Multiple Myeloma,0,4,2,0,,,0,,12,94
NCT02686164,Phase 1,18/04/2016,Actual,lenvatinib,"An Open-Label Phase 1 Study to Determine the Effect of Lenvatinib (E7080) on the Pharmacokinetics of Midazolam, a CYP3A4 Substrate, in Subjects With Advanced Solid Tumors",Phase 1 Study to Determine the Effect of Lenvatinib (E7080) on the Pharmacokinetics of Midazolam in Subjects With Advanced Solid Tumors,0,1,5,0,6,,0,24,5,19
NCT02688608,Phase 2,31/10/2016,Actual,pembrolizumab,Phase II Trial of Pembrolizumab in Metastatic or Locally Advanced Anaplastic/ Undifferentiated Thyroid Cancer,Pembrolizumab in Anaplastic/Undifferentiated Thyroid Cancer,0,0,0,0,0,,0,6,2,4
NCT02689284,Phase 1/Phase 2,31/01/2016,Actual,pembrolizumab,"A Phase 1b/2, Open Label, Dose Escalation Study of Margetuximab in Combination With Pembrolizumab in Patients With Relapsed/Refractory Advanced HER2+ Gastroesophageal Junction or Gastric Cancer","Combination Margetuximab and Pembrolizumab for Advanced, Metastatic HER2(+) Gastric or Gastroesophageal Junction Cancer",2,102,6,0,4,,2,182,8,74
NCT02690948,Phase 1/Phase 2,01/02/2016,Actual,pembrolizumab,A Phase 1b Open Label Study of Pembrolizumab for Unresectable or Metastatic Basal Cell Carcinoma,Pembrolizumab With or Without Vismodegib in Treating Metastatic or Unresectable Basal Cell Skin Cancer,0,0,0,0,8,,0,24,4,28
NCT02701400,Phase 2,14/04/2016,Actual,durvalumab,A Randomized Study of Tremelimumab Plus Durvalumab Combination With or Without Radiation in Relapsed Small Cell Lung Cancer,Tremelimumab and Durvalumab With or Without Radiation Therapy in Patients With Relapsed Small Cell Lung Cancer,0,2,6,0,0,,0,36,2,26
